HBVX 2009 Version 3.8: HBV model. Coding by: N. Kayastha, D.L Shrestha and D. P. Solomatine, 2007
12-6-2014 7:06:40
Name of Catchment: Brue
Output to file: C:\Users\gco\Dropbox\HI2013\Courses given\Uncertainty Analysis\FilestoGive\output.asc
State variable to file: C:\Users\gco\Dropbox\HI2013\Courses given\Uncertainty Analysis\FilestoGive\state.asc
Input calibration(CAL) file: C:\Users\gco\Dropbox\HI2013\Courses given\Uncertainty Analysis\FilestoGive\caldata.cal  (1000 time points)
Input initial condition(INI) file: C:\Users\gco\Dropbox\HI2013\Courses given\Uncertainty Analysis\FilestoGive\init.ini
Input parameter(PIN) file: C:\Users\gco\Dropbox\HI2013\Courses given\Uncertainty Analysis\FilestoGive\g.pin  with values:
           138.9100,           0.4973,           1.4056,           2.2471,           0.0016,           0.0037,           0.1454,           0.0358,          10.5840,           0.0000,           0.0000,           0.0000,           0.0000, 
Calculated error value(s), excluding initial warmup period of 100 Time steps:-
  (2) Coefficient of efficiency               :        0,9362
  (3) Weighted root mean squared error        :        1,1139
  (10) RMSE of LOW flow events                 :        0,4599
  (11) RMSE of PEAK flow events                :        4,7800

Time step 1 corresponds to starting date(YYYYMMDDHH)1994120720 
Time,Rainfall,     Snowfall,    ActualET,    Qrec,        Qcomp,       SurfaceFlow,  Baseflow
   898,     0.00000,      0.00000,     0.00000,     0.00000,     2.40822,     0.00000,     2.40822
   899,     0.00000,      0.00000,     0.00000,     0.00000,     2.39978,     0.00000,     2.39978
   900,     0.00000,      0.00000,     0.00000,     0.00000,     2.39113,     0.00000,     2.39113
   901,     0.00000,      0.00000,     0.00000,     0.00000,     2.38247,     0.00000,     2.38247
   902,     0.00000,      0.00000,     0.00000,     0.00000,     2.37385,     0.00000,     2.37385
   903,     0.00000,      0.00000,     0.00000,     0.00000,     2.36527,     0.00000,     2.36527
   904,     0.00000,      0.00000,     0.00000,     0.00000,     2.35674,     0.00000,     2.35674
   905,     0.00000,      0.00000,     0.00000,     0.00000,     2.34824,     0.00000,     2.34824
   906,     0.00000,      0.00000,     0.00000,     0.00000,     2.33974,     0.00000,     2.33974
   907,     0.00000,      0.00000,     0.00000,     0.00000,     2.33124,     0.00000,     2.33124
   908,     0.00000,      0.00000,     0.00000,     0.00000,     2.32275,     0.00000,     2.32275
   909,     0.00000,      0.00000,     0.00000,     0.00000,     2.31429,     0.00000,     2.31429
   910,     0.00000,      0.00000,     0.00000,     0.00000,     2.30590,     0.00000,     2.30590
   911,     0.00000,      0.00000,     0.00000,     0.00000,     2.29759,     0.00000,     2.29759
   912,     0.00000,      0.00000,     0.00000,     0.00000,     2.28937,     0.00000,     2.28937
   913,     0.00000,      0.00000,     0.00000,     0.00000,     2.28125,     0.00000,     2.28125
   914,     0.00000,      0.00000,     0.00000,     0.00000,     2.27318,     0.00000,     2.27318
   915,     0.00000,      0.00000,     0.00000,     0.00000,     2.26509,     0.00000,     2.26509
   916,     0.00000,      0.00000,     0.00000,     0.00000,     2.25697,     0.00000,     2.25697
   917,     0.00000,      0.00000,     0.00000,     0.00000,     2.24884,     0.00000,     2.24884
   918,     0.00000,      0.00000,     0.00000,     0.00000,     2.24096,     0.00000,     2.24096
   919,     0.00000,      0.00000,     0.00000,     0.00000,     2.23378,     0.00000,     2.23378
   920,     0.00000,      0.00000,     0.00000,     0.00000,     2.22794,     0.00000,     2.22794
   921,     0.00000,      0.00000,     0.00000,     0.00000,     2.22415,     0.00000,     2.22415
   922,     0.00000,      0.00000,     0.00000,     0.00000,     2.22271,     0.00000,     2.22271
   923,     0.00000,      0.00000,     0.00000,     0.00000,     2.22333,     0.00001,     2.22332
   924,     0.00000,      0.00000,     0.00000,     0.00000,     2.22515,     0.00001,     2.22514
   925,     0.00000,      0.00000,     0.00000,     0.00000,     2.22714,     0.00001,     2.22713
   926,     0.00000,      0.00000,     0.00000,     0.00000,     2.22795,     0.00001,     2.22794
   927,     0.00000,      0.00000,     0.00000,     0.00000,     2.22657,     0.00001,     2.22656
   928,     0.00000,      0.00000,     0.00000,     0.00000,     2.22302,     0.00000,     2.22301
   929,     0.00000,      0.00000,     0.00000,     0.00000,     2.21764,     0.00000,     2.21764
   930,     0.00000,      0.00000,     0.00000,     0.00000,     2.21089,     0.00000,     2.21089
   931,     0.00000,      0.00000,     0.00000,     0.00000,     2.20332,     0.00000,     2.20332
   932,     0.00000,      0.00000,     0.00000,     0.00000,     2.19556,     0.00000,     2.19556
   933,     0.00000,      0.00000,     0.00000,     0.00000,     2.18772,     0.00000,     2.18772
   934,     0.00000,      0.00000,     0.00000,     0.00000,     2.17982,     0.00000,     2.17982
   935,     0.00000,      0.00000,     0.00000,     0.00000,     2.17187,     0.00000,     2.17187
   936,     0.00000,      0.00000,     0.00000,     0.00000,     2.16395,     0.00000,     2.16395
   937,     0.00000,      0.00000,     0.00000,     0.00000,     2.15610,     0.00000,     2.15610
   938,     0.00000,      0.00000,     0.00000,     0.00000,     2.14839,     0.00000,     2.14839
   939,     0.00000,      0.00000,     0.00000,     0.00000,     2.14111,     0.00000,     2.14111
   940,     0.00000,      0.00000,     0.00000,     0.00000,     2.13461,     0.00000,     2.13461
   941,     0.00000,      0.00000,     0.00000,     0.00000,     2.12896,     0.00000,     2.12896
   942,     0.00000,      0.00000,     0.00000,     0.00000,     2.12418,     0.00000,     2.12418
   943,     0.00000,      0.00000,     0.00000,     0.00000,     2.12011,     0.00000,     2.12011
   944,     0.00000,      0.00000,     0.00000,     0.00000,     2.11645,     0.00000,     2.11645
   945,     0.00000,      0.00000,     0.00000,     0.00000,     2.11240,     0.00000,     2.11240
   946,     0.00000,      0.00000,     0.00000,     0.00000,     2.10784,     0.00000,     2.10784
   947,     0.00000,      0.00000,     0.00000,     0.00000,     2.10269,     0.00000,     2.10269
   948,     0.00000,      0.00000,     0.00000,     0.00000,     2.09704,     0.00000,     2.09704
   949,     0.00000,      0.00000,     0.00000,     0.00000,     2.09093,     0.00000,     2.09093
   950,     0.00000,      0.00000,     0.00000,     0.00000,     2.08480,     0.00000,     2.08480
   951,     0.00000,      0.00000,     0.00000,     0.00000,     2.07863,     0.00000,     2.07863
   952,     0.00000,      0.00000,     0.00000,     0.00000,     2.07239,     0.00000,     2.07239
   953,     0.00000,      0.00000,     0.00000,     0.00000,     2.06606,     0.00000,     2.06606
   954,     0.00000,      0.00000,     0.00000,     0.00000,     2.05966,     0.00000,     2.05966
   955,     0.00000,      0.00000,     0.00000,     0.00000,     2.05313,     0.00000,     2.05313
   956,     0.00000,      0.00000,     0.00000,     0.00000,     2.04651,     0.00000,     2.04651
   957,     0.00000,      0.00000,     0.00000,     0.00000,     2.03981,     0.00000,     2.03981
   958,     0.00000,      0.00000,     0.00000,     0.00000,     2.03305,     0.00000,     2.03305
   959,     0.00000,      0.00000,     0.00000,     0.00000,     2.02619,     0.00000,     2.02619
   960,     0.00000,      0.00000,     0.00000,     0.00000,     2.01924,     0.00000,     2.01924
   961,     0.00000,      0.00000,     0.00000,     0.00000,     2.01220,     0.00000,     2.01220
   962,     0.00000,      0.00000,     0.00000,     0.00000,     2.00546,     0.00000,     2.00546
   963,     0.00000,      0.00000,     0.00000,     0.00000,     2.02680,     0.02708,     1.99972
   964,     0.00000,      0.00000,     0.00000,     0.00000,     2.13473,     0.13901,     1.99572
   965,     0.00000,      0.00000,     0.00000,     0.00000,     2.36718,     0.37301,     1.99417
   966,     0.00000,      0.00000,     0.00000,     0.00000,     2.72486,     0.72905,     1.99581
   967,     0.00000,      0.00000,     0.00000,     0.00000,     3.19598,     1.19499,     2.00099
   968,     0.00000,      0.00000,     0.00000,     0.00000,     3.74190,     1.73284,     2.00907
   969,     0.00000,      0.00000,     0.00000,     0.00000,     4.24459,     2.22528,     2.01931
   970,     0.00000,      0.00000,     0.00000,     0.00000,     4.59609,     2.56508,     2.03101
   971,     0.00000,      0.00000,     0.00000,     0.00000,     4.77008,     2.72664,     2.04344
   972,     0.00000,      0.00000,     0.00000,     0.00000,     4.78670,     2.73075,     2.05595
   973,     0.00000,      0.00000,     0.00000,     0.00000,     4.69580,     2.62740,     2.06841
   974,     0.00000,      0.00000,     0.00000,     0.00000,     4.59872,     2.51790,     2.08082
   975,     0.00000,      0.00000,     0.00000,     0.00000,     4.57875,     2.48556,     2.09319
   976,     0.00000,      0.00000,     0.00000,     0.00000,     4.66363,     2.55812,     2.10551
   977,     0.00000,      0.00000,     0.00000,     0.00000,     4.85096,     2.73317,     2.11779
   978,     0.00000,      0.00000,     0.00000,     0.00000,     5.09786,     2.96784,     2.13002
   979,     0.00000,      0.00000,     0.00000,     0.00000,     5.35288,     3.21067,     2.14221
   980,     0.00000,      0.00000,     0.00000,     0.00000,     5.66599,     3.51164,     2.15435
   981,     0.00000,      0.00000,     0.00000,     0.00000,     6.19209,     4.02564,     2.16645
   982,     0.00000,      0.00000,     0.00000,     0.00000,     7.17816,     4.99965,     2.17851
   983,     0.00000,      0.00000,     0.00000,     0.00000,     8.89365,     6.70313,     2.19052
   984,     0.00000,      0.00000,     0.00000,     0.00000,    11.41404,     9.21156,     2.20248
   985,     0.00000,      0.00000,     0.00000,     0.00000,    14.50326,    12.28886,     2.21441
   986,     0.00000,      0.00000,     0.00000,     0.00000,    17.78384,    15.55755,     2.22628
   987,     0.00000,      0.00000,     0.00000,     0.00000,    20.74730,    18.50918,     2.23812
   988,     0.00000,      0.00000,     0.00000,     0.00000,    22.73947,    20.48955,     2.24991
   989,     0.00000,      0.00000,     0.00000,     0.00000,    23.41421,    21.15255,     2.26166
   990,     0.00000,      0.00000,     0.00000,     0.00000,    22.91090,    20.63753,     2.27336
   991,     0.00000,      0.00000,     0.00000,     0.00000,    21.53415,    19.24913,     2.28503
   992,     0.00000,      0.00000,     0.00000,     0.00000,    19.59129,    17.29464,     2.29665
   993,     0.00000,      0.00000,     0.00000,     0.00000,    17.51505,    15.20682,     2.30822
   994,     0.00000,      0.00000,     0.00000,     0.00000,    15.62268,    13.30292,     2.31976
   995,     0.00000,      0.00000,     0.00000,     0.00000,    13.99294,    11.66169,     2.33125
   996,     0.00000,      0.00000,     0.00000,     0.00000,    12.59091,    10.24821,     2.34270
   997,     0.00000,      0.00000,     0.00000,     0.00000,    11.39572,     9.04161,     2.35411
   998,     0.00000,      0.00000,     0.00000,     0.00000,    10.37150,     8.00602,     2.36547
   999,     0.00000,      0.00000,     0.00000,     0.00000,     9.48687,     7.11007,     2.37680
  1000,     0.00000,      0.00000,     0.00000,     0.00000,     8.71734,     6.32926,     2.38808
