HBVX 2009 Version 3.8: HBV model. Coding by: N. Kayastha, D.L Shrestha and D. P. Solomatine, 2007
12-6-2014 7:06:40
Name of Catchment: Brue
Output to file: C:\Users\gco\Dropbox\HI2013\Courses given\Uncertainty Analysis\FilestoGive\output.asc
State variable to file: C:\Users\gco\Dropbox\HI2013\Courses given\Uncertainty Analysis\FilestoGive\state.asc
Input calibration(CAL) file: C:\Users\gco\Dropbox\HI2013\Courses given\Uncertainty Analysis\FilestoGive\caldata.cal  (1000 time points)
Input initial condition(INI) file: C:\Users\gco\Dropbox\HI2013\Courses given\Uncertainty Analysis\FilestoGive\init.ini
Input parameter(PIN) file: C:\Users\gco\Dropbox\HI2013\Courses given\Uncertainty Analysis\FilestoGive\g.pin  with values:
           138.9100,           0.4973,           1.4056,           2.2471,           0.0016,           0.0037,           0.1454,           0.0358,          10.5840,           0.0000,           0.0000,           0.0000,           0.0000, 
Calculated error value(s), excluding initial warmup period of 100 Time steps:-
  (2) Coefficient of efficiency               :        0,9362
  (3) Weighted root mean squared error        :        1,1139
  (10) RMSE of LOW flow events                 :        0,4599
  (11) RMSE of PEAK flow events                :        4,7800

Time step 1 corresponds to starting date(YYYYMMDDHH)1994120720 
Time,Rainfall,     Snowfall,    ActualET,    Qrec,        Qcomp,       SurfaceFlow,  Baseflow
   297,     0.00000,      0.00000,     0.00000,     0.00000,     2.91379,     0.44985,     2.46394
   298,     0.00000,      0.00000,     0.00000,     0.00000,     2.85524,     0.38033,     2.47490
   299,     0.00000,      0.00000,     0.00000,     0.00000,     2.80393,     0.31811,     2.48583
   300,     0.00000,      0.00000,     0.00000,     0.00000,     2.75956,     0.26285,     2.49671
   301,     0.00000,      0.00000,     0.00000,     0.00000,     2.72175,     0.21420,     2.50755
   302,     0.00000,      0.00000,     0.00000,     0.00000,     2.69017,     0.17182,     2.51836
   303,     0.00000,      0.00000,     0.00000,     0.00000,     2.66456,     0.13544,     2.52912
   304,     0.00000,      0.00000,     0.00000,     0.00000,     2.64468,     0.10483,     2.53984
   305,     0.00000,      0.00000,     0.00000,     0.00000,     2.63011,     0.07958,     2.55053
   306,     0.00000,      0.00000,     0.00000,     0.00000,     2.62033,     0.05915,     2.56118
   307,     0.00000,      0.00000,     0.00000,     0.00000,     2.61486,     0.04308,     2.57178
   308,     0.00000,      0.00000,     0.00000,     0.00000,     2.61313,     0.03078,     2.58235
   309,     0.00000,      0.00000,     0.00000,     0.00000,     2.61417,     0.02142,     2.59275
   310,     0.00000,      0.00000,     0.00000,     0.00000,     2.61679,     0.01430,     2.60249
   311,     0.00000,      0.00000,     0.00000,     0.00000,     2.61992,     0.00906,     2.61086
   312,     0.00000,      0.00000,     0.00000,     0.00000,     2.62251,     0.00537,     2.61715
   313,     0.00000,      0.00000,     0.00000,     0.00000,     2.62350,     0.00285,     2.62065
   314,     0.00000,      0.00000,     0.00000,     0.00000,     2.62207,     0.00127,     2.62080
   315,     0.00000,      0.00000,     0.00000,     0.00000,     2.61807,     0.00045,     2.61762
   316,     0.00000,      0.00000,     0.00000,     0.00000,     2.61191,     0.00012,     2.61180
   317,     0.00000,      0.00000,     0.00000,     0.00000,     2.60407,     0.00002,     2.60406
   318,     0.00000,      0.00000,     0.00000,     0.00000,     2.59514,     0.00000,     2.59514
   319,     0.00000,      0.00000,     0.00000,     0.00000,     2.58580,     0.00000,     2.58580
   320,     0.00000,      0.00000,     0.00000,     0.00000,     2.57654,     0.00000,     2.57654
   321,     0.00000,      0.00000,     0.00000,     0.00000,     2.56747,     0.00000,     2.56747
   322,     0.00000,      0.00000,     0.00000,     0.00000,     2.55897,     0.00003,     2.55893
   323,     0.00000,      0.00000,     0.00000,     0.00000,     2.55174,     0.00010,     2.55164
   324,     0.00000,      0.00000,     0.00000,     0.00000,     2.54624,     0.00017,     2.54607
   325,     0.00000,      0.00000,     0.00000,     0.00000,     2.54257,     0.00025,     2.54232
   326,     0.00000,      0.00000,     0.00000,     0.00000,     2.54071,     0.00032,     2.54040
   327,     0.00000,      0.00000,     0.00000,     0.00000,     2.54025,     0.00036,     2.53989
   328,     0.00000,      0.00000,     0.00000,     0.00000,     2.53975,     0.00030,     2.53945
   329,     0.00000,      0.00000,     0.00000,     0.00000,     2.53805,     0.00023,     2.53782
   330,     0.00000,      0.00000,     0.00000,     0.00000,     2.53457,     0.00016,     2.53441
   331,     0.00000,      0.00000,     0.00000,     0.00000,     2.52924,     0.00009,     2.52915
   332,     0.00000,      0.00000,     0.00000,     0.00000,     2.52216,     0.00002,     2.52214
   333,     0.00000,      0.00000,     0.00000,     0.00000,     2.51399,     0.00000,     2.51399
   334,     0.00000,      0.00000,     0.00000,     0.00000,     2.50537,     0.00000,     2.50537
   335,     0.00000,      0.00000,     0.00000,     0.00000,     2.49674,     0.00000,     2.49674
   336,     0.00000,      0.00000,     0.00000,     0.00000,     2.48812,     0.00000,     2.48812
   337,     0.00000,      0.00000,     0.00000,     0.00000,     2.47951,     0.00000,     2.47951
   338,     0.00000,      0.00000,     0.00000,     0.00000,     2.47089,     0.00000,     2.47089
   339,     0.00000,      0.00000,     0.00000,     0.00000,     2.46222,     0.00000,     2.46222
   340,     0.00000,      0.00000,     0.00000,     0.00000,     2.45345,     0.00000,     2.45345
   341,     0.00000,      0.00000,     0.00000,     0.00000,     2.44463,     0.00000,     2.44463
   342,     0.00000,      0.00000,     0.00000,     0.00000,     2.43577,     0.00000,     2.43577
   343,     0.00000,      0.00000,     0.00000,     0.00000,     2.42687,     0.00000,     2.42687
   344,     0.00000,      0.00000,     0.00000,     0.00000,     2.41799,     0.00000,     2.41799
   345,     0.00000,      0.00000,     0.00000,     0.00000,     2.40914,     0.00000,     2.40914
   346,     0.00000,      0.00000,     0.00000,     0.00000,     2.40034,     0.00000,     2.40034
   347,     0.00000,      0.00000,     0.00000,     0.00000,     2.39158,     0.00000,     2.39158
   348,     0.00000,      0.00000,     0.00000,     0.00000,     2.38287,     0.00000,     2.38287
   349,     0.00000,      0.00000,     0.00000,     0.00000,     2.37420,     0.00000,     2.37420
   350,     0.00000,      0.00000,     0.00000,     0.00000,     2.36554,     0.00000,     2.36554
   351,     0.00000,      0.00000,     0.00000,     0.00000,     2.35691,     0.00000,     2.35691
   352,     0.00000,      0.00000,     0.00000,     0.00000,     2.34848,     0.00000,     2.34848
   353,     0.00000,      0.00000,     0.00000,     0.00000,     2.34050,     0.00000,     2.34050
   354,     0.00000,      0.00000,     0.00000,     0.00000,     2.33305,     0.00000,     2.33305
   355,     0.00000,      0.00000,     0.00000,     0.00000,     2.32616,     0.00000,     2.32616
   356,     0.00000,      0.00000,     0.00000,     0.00000,     2.31981,     0.00000,     2.31981
   357,     0.00000,      0.00000,     0.00000,     0.00000,     2.31383,     0.00000,     2.31383
   358,     0.00000,      0.00000,     0.00000,     0.00000,     2.30762,     0.00000,     2.30762
   359,     0.00000,      0.00000,     0.00000,     0.00000,     2.30095,     0.00000,     2.30095
   360,     0.00000,      0.00000,     0.00000,     0.00000,     2.29379,     0.00000,     2.29379
   361,     0.00000,      0.00000,     0.00000,     0.00000,     2.28613,     0.00000,     2.28613
   362,     0.00000,      0.00000,     0.00000,     0.00000,     2.27801,     0.00000,     2.27801
   363,     0.00000,      0.00000,     0.00000,     0.00000,     2.26970,     0.00000,     2.26970
   364,     0.00000,      0.00000,     0.00000,     0.00000,     2.26138,     0.00000,     2.26138
   365,     0.00000,      0.00000,     0.00000,     0.00000,     2.25309,     0.00000,     2.25309
   366,     0.00000,      0.00000,     0.00000,     0.00000,     2.24483,     0.00000,     2.24483
   367,     0.00000,      0.00000,     0.00000,     0.00000,     2.23660,     0.00000,     2.23660
   368,     0.00000,      0.00000,     0.00000,     0.00000,     2.22842,     0.00000,     2.22842
   369,     0.00000,      0.00000,     0.00000,     0.00000,     2.22028,     0.00000,     2.22028
   370,     0.00000,      0.00000,     0.00000,     0.00000,     2.21218,     0.00000,     2.21218
   371,     0.00000,      0.00000,     0.00000,     0.00000,     2.20413,     0.00000,     2.20413
   372,     0.00000,      0.00000,     0.00000,     0.00000,     2.19611,     0.00000,     2.19611
   373,     0.00000,      0.00000,     0.00000,     0.00000,     2.18811,     0.00000,     2.18811
   374,     0.00000,      0.00000,     0.00000,     0.00000,     2.18013,     0.00000,     2.18013
   375,     0.00000,      0.00000,     0.00000,     0.00000,     2.17216,     0.00000,     2.17216
   376,     0.00000,      0.00000,     0.00000,     0.00000,     2.16426,     0.00000,     2.16426
   377,     0.00000,      0.00000,     0.00000,     0.00000,     2.15661,     0.00000,     2.15661
   378,     0.00000,      0.00000,     0.00000,     0.00000,     2.14945,     0.00000,     2.14945
   379,     0.00000,      0.00000,     0.00000,     0.00000,     2.14294,     0.00000,     2.14294
   380,     0.00000,      0.00000,     0.00000,     0.00000,     2.13714,     0.00000,     2.13714
   381,     0.00000,      0.00000,     0.00000,     0.00000,     2.13200,     0.00000,     2.13200
   382,     0.00000,      0.00000,     0.00000,     0.00000,     2.12726,     0.00000,     2.12726
   383,     0.00000,      0.00000,     0.00000,     0.00000,     2.12246,     0.00000,     2.12246
   384,     0.00000,      0.00000,     0.00000,     0.00000,     2.11715,     0.00000,     2.11715
   385,     0.00000,      0.00000,     0.00000,     0.00000,     2.11123,     0.00000,     2.11123
   386,     0.00000,      0.00000,     0.00000,     0.00000,     2.10465,     0.00000,     2.10465
   387,     0.00000,      0.00000,     0.00000,     0.00000,     2.09751,     0.00000,     2.09751
   388,     0.00000,      0.00000,     0.00000,     0.00000,     2.09001,     0.00000,     2.09001
   389,     0.00000,      0.00000,     0.00000,     0.00000,     2.08240,     0.00000,     2.08240
   390,     0.00000,      0.00000,     0.00000,     0.00000,     2.07477,     0.00000,     2.07477
   391,     0.00000,      0.00000,     0.00000,     0.00000,     2.06716,     0.00000,     2.06716
   392,     0.00000,      0.00000,     0.00000,     0.00000,     2.05958,     0.00000,     2.05958
   393,     0.00000,      0.00000,     0.00000,     0.00000,     2.05203,     0.00000,     2.05203
   394,     0.00000,      0.00000,     0.00000,     0.00000,     2.04450,     0.00000,     2.04450
   395,     0.00000,      0.00000,     0.00000,     0.00000,     2.03700,     0.00000,     2.03700
   396,     0.00000,      0.00000,     0.00000,     0.00000,     2.02953,     0.00000,     2.02953
   397,     0.00000,      0.00000,     0.00000,     0.00000,     2.02209,     0.00000,     2.02209
   398,     0.00000,      0.00000,     0.00000,     0.00000,     2.01468,     0.00000,     2.01468
   399,     0.00000,      0.00000,     0.00000,     0.00000,     2.00730,     0.00000,     2.00730
   400,     0.00000,      0.00000,     0.00000,     0.00000,     2.00013,     0.00000,     2.00013
   401,     0.00000,      0.00000,     0.00000,     0.00000,     1.99339,     0.00000,     1.99339
   402,     0.00000,      0.00000,     0.00000,     0.00000,     1.98725,     0.00000,     1.98725
   403,     0.00000,      0.00000,     0.00000,     0.00000,     1.98180,     0.00000,     1.98180
   404,     0.00000,      0.00000,     0.00000,     0.00000,     1.97709,     0.00000,     1.97709
   405,     0.00000,      0.00000,     0.00000,     0.00000,     1.97296,     0.00000,     1.97296
   406,     0.00000,      0.00000,     0.00000,     0.00000,     1.96892,     0.00000,     1.96892
   407,     0.00000,      0.00000,     0.00000,     0.00000,     1.96460,     0.00000,     1.96460
   408,     0.00000,      0.00000,     0.00000,     0.00000,     1.95978,     0.00000,     1.95978
   409,     0.00000,      0.00000,     0.00000,     0.00000,     1.95432,     0.00000,     1.95432
   410,     0.00000,      0.00000,     0.00000,     0.00000,     1.94818,     0.00000,     1.94818
   411,     0.00000,      0.00000,     0.00000,     0.00000,     1.94157,     0.00000,     1.94157
   412,     0.00000,      0.00000,     0.00000,     0.00000,     1.93471,     0.00000,     1.93471
   413,     0.00000,      0.00000,     0.00000,     0.00000,     1.92773,     0.00000,     1.92773
   414,     0.00000,      0.00000,     0.00000,     0.00000,     1.92076,     0.00000,     1.92076
   415,     0.00000,      0.00000,     0.00000,     0.00000,     1.91390,     0.00000,     1.91390
   416,     0.00000,      0.00000,     0.00000,     0.00000,     1.90720,     0.00000,     1.90720
   417,     0.00000,      0.00000,     0.00000,     0.00000,     1.90070,     0.00000,     1.90070
   418,     0.00000,      0.00000,     0.00000,     0.00000,     1.89444,     0.00000,     1.89444
   419,     0.00000,      0.00000,     0.00000,     0.00000,     1.88859,     0.00000,     1.88859
   420,     0.00000,      0.00000,     0.00000,     0.00000,     1.88448,     0.00089,     1.88359
   421,     0.00000,      0.00000,     0.00000,     0.00000,     1.88417,     0.00406,     1.88012
   422,     0.00000,      0.00000,     0.00000,     0.00000,     1.88862,     0.00987,     1.87875
   423,     0.00000,      0.00000,     0.00000,     0.00000,     1.89794,     0.01781,     1.88013
   424,     0.00000,      0.00000,     0.00000,     0.00000,     1.91193,     0.02724,     1.88469
   425,     0.00000,      0.00000,     0.00000,     0.00000,     1.92900,     0.03673,     1.89226
   426,     0.00000,      0.00000,     0.00000,     0.00000,     1.94504,     0.04287,     1.90217
   427,     0.00000,      0.00000,     0.00000,     0.00000,     1.95767,     0.04395,     1.91372
   428,     0.00000,      0.00000,     0.00000,     0.00000,     1.96675,     0.04048,     1.92627
   429,     0.00000,      0.00000,     0.00000,     0.00000,     1.97289,     0.03373,     1.93916
   430,     0.00000,      0.00000,     0.00000,     0.00000,     1.97699,     0.02495,     1.95204
   431,     0.00000,      0.00000,     0.00000,     0.00000,     1.98117,     0.01642,     1.96475
   432,     0.00000,      0.00000,     0.00000,     0.00000,     1.99090,     0.01377,     1.97713
   433,     0.00000,      0.00000,     0.00000,     0.00000,     2.01676,     0.02757,     1.98920
   434,     0.00000,      0.00000,     0.00000,     0.00000,     2.06575,     0.06481,     2.00094
   435,     0.00000,      0.00000,     0.00000,     0.00000,     2.13742,     0.12505,     2.01237
   436,     0.00000,      0.00000,     0.00000,     0.00000,     2.22908,     0.20546,     2.02363
   437,     0.00000,      0.00000,     0.00000,     0.00000,     2.33408,     0.29899,     2.03509
   438,     0.00000,      0.00000,     0.00000,     0.00000,     2.43437,     0.38759,     2.04678
   439,     0.00000,      0.00000,     0.00000,     0.00000,     2.51009,     0.45138,     2.05870
   440,     0.00000,      0.00000,     0.00000,     0.00000,     2.55562,     0.48476,     2.07086
   441,     0.00000,      0.00000,     0.00000,     0.00000,     2.57293,     0.48971,     2.08321
   442,     0.00000,      0.00000,     0.00000,     0.00000,     2.56596,     0.47039,     2.09557
   443,     0.00000,      0.00000,     0.00000,     0.00000,     2.54301,     0.43513,     2.10789
   444,     0.00000,      0.00000,     0.00000,     0.00000,     2.51179,     0.39164,     2.12016
   445,     0.00000,      0.00000,     0.00000,     0.00000,     2.47898,     0.34659,     2.13238
   446,     0.00000,      0.00000,     0.00000,     0.00000,     2.44623,     0.30167,     2.14456
   447,     0.00000,      0.00000,     0.00000,     0.00000,     2.41383,     0.25714,     2.15670
   448,     0.00000,      0.00000,     0.00000,     0.00000,     2.38206,     0.21327,     2.16879
   449,     0.00000,      0.00000,     0.00000,     0.00000,     2.35428,     0.17345,     2.18083
   450,     0.00000,      0.00000,     0.00000,     0.00000,     2.33113,     0.13830,     2.19283
   451,     0.00000,      0.00000,     0.00000,     0.00000,     2.31255,     0.10776,     2.20479
   452,     0.00000,      0.00000,     0.00000,     0.00000,     2.29840,     0.08169,     2.21670
   453,     0.00000,      0.00000,     0.00000,     0.00000,     2.28849,     0.05992,     2.22857
   454,     0.00000,      0.00000,     0.00000,     0.00000,     2.28268,     0.04228,     2.24040
   455,     0.00000,      0.00000,     0.00000,     0.00000,     2.28066,     0.02851,     2.25215
   456,     0.00000,      0.00000,     0.00000,     0.00000,     2.28177,     0.01819,     2.26358
   457,     0.00000,      0.00000,     0.00000,     0.00000,     2.28545,     0.01096,     2.27449
   458,     0.00000,      0.00000,     0.00000,     0.00000,     2.29127,     0.00638,     2.28489
   459,     0.00000,      0.00000,     0.00000,     0.00000,     2.29856,     0.00379,     2.29477
   460,     0.00000,      0.00000,     0.00000,     0.00000,     2.30674,     0.00255,     2.30418
   461,     0.00000,      0.00000,     0.00000,     0.00000,     2.31542,     0.00216,     2.31326
   462,     0.00000,      0.00000,     0.00000,     0.00000,     2.32419,     0.00213,     2.32206
   463,     0.00000,      0.00000,     0.00000,     0.00000,     2.33185,     0.00195,     2.32989
   464,     0.00000,      0.00000,     0.00000,     0.00000,     2.33816,     0.00174,     2.33642
   465,     0.00000,      0.00000,     0.00000,     0.00000,     2.34422,     0.00259,     2.34163
   466,     0.00000,      0.00000,     0.00000,     0.00000,     2.35317,     0.00757,     2.34560
   467,     0.00000,      0.00000,     0.00000,     0.00000,     2.36827,     0.01941,     2.34886
   468,     0.00000,      0.00000,     0.00000,     0.00000,     2.40700,     0.05426,     2.35274
   469,     0.00000,      0.00000,     0.00000,     0.00000,     2.53281,     0.17451,     2.35830
   470,     0.00000,      0.00000,     0.00000,     0.00000,     2.83677,     0.47117,     2.36560
   471,     0.00000,      0.00000,     0.00000,     0.00000,     3.36254,     0.98793,     2.37461
   472,     0.00000,      0.00000,     0.00000,     0.00000,     4.14836,     1.76336,     2.38500
   473,     0.00000,      0.00000,     0.00000,     0.00000,     5.21375,     2.81762,     2.39613
   474,     0.00000,      0.00000,     0.00000,     0.00000,     6.54571,     4.13836,     2.40735
   475,     0.00000,      0.00000,     0.00000,     0.00000,     8.17375,     5.75523,     2.41852
   476,     0.00000,      0.00000,     0.00000,     0.00000,    10.10445,     7.67481,     2.42965
   477,     0.00000,      0.00000,     0.00000,     0.00000,    12.24935,     9.80861,     2.44074
   478,     0.00000,      0.00000,     0.00000,     0.00000,    14.42567,    11.97388,     2.45178
   479,     0.00000,      0.00000,     0.00000,     0.00000,    16.52729,    14.06450,     2.46279
   480,     0.00000,      0.00000,     0.00000,     0.00000,    18.19951,    15.72575,     2.47376
   481,     0.00000,      0.00000,     0.00000,     0.00000,    19.11404,    16.62935,     2.48469
   482,     0.00000,      0.00000,     0.00000,     0.00000,    19.41318,    16.91760,     2.49558
   483,     0.00000,      0.00000,     0.00000,     0.00000,    19.51824,    17.01182,     2.50642
   484,     0.00000,      0.00000,     0.00000,     0.00000,    19.71742,    17.20019,     2.51723
   485,     0.00000,      0.00000,     0.00000,     0.00000,    20.58200,    18.05400,     2.52800
   486,     0.00000,      0.00000,     0.00000,     0.00000,    22.67126,    20.13253,     2.53873
   487,     0.00000,      0.00000,     0.00000,     0.00000,    25.93082,    23.38141,     2.54942
   488,     0.00000,      0.00000,     0.00000,     0.00000,    29.73379,    27.17372,     2.56007
   489,     0.00000,      0.00000,     0.00000,     0.00000,    33.49647,    30.92580,     2.57068
   490,     0.00000,      0.00000,     0.00000,     0.00000,    36.50122,    33.91997,     2.58125
   491,     0.00000,      0.00000,     0.00000,     0.00000,    37.92710,    35.33532,     2.59178
   492,     0.00000,      0.00000,     0.00000,     0.00000,    37.50833,    34.90606,     2.60228
   493,     0.00000,      0.00000,     0.00000,     0.00000,    35.56339,    32.95065,     2.61273
   494,     0.00000,      0.00000,     0.00000,     0.00000,    32.62425,    30.00109,     2.62315
   495,     0.00000,      0.00000,     0.00000,     0.00000,    29.20855,    26.57502,     2.63353
   496,     0.00000,      0.00000,     0.00000,     0.00000,    25.89791,    23.25404,     2.64387
   497,     0.00000,      0.00000,     0.00000,     0.00000,    23.03440,    20.38022,     2.65418
   498,     0.00000,      0.00000,     0.00000,     0.00000,    20.67747,    18.01303,     2.66444
   499,     0.00000,      0.00000,     0.00000,     0.00000,    18.65206,    15.97739,     2.67467
   500,     0.00000,      0.00000,     0.00000,     0.00000,    16.87828,    14.19342,     2.68486
   501,     0.00000,      0.00000,     0.00000,     0.00000,    15.30058,    12.60557,     2.69501
   502,     0.00000,      0.00000,     0.00000,     0.00000,    13.91019,    11.20506,     2.70513
   503,     0.00000,      0.00000,     0.00000,     0.00000,    12.74242,    10.02721,     2.71521
   504,     0.00000,      0.00000,     0.00000,     0.00000,    11.86030,     9.13505,     2.72525
   505,     0.00000,      0.00000,     0.00000,     0.00000,    11.23703,     8.50177,     2.73526
   506,     0.00000,      0.00000,     0.00000,     0.00000,    10.82248,     8.07725,     2.74523
   507,     0.00000,      0.00000,     0.00000,     0.00000,    10.54255,     7.78740,     2.75516
   508,     0.00000,      0.00000,     0.00000,     0.00000,    10.27709,     7.51204,     2.76505
   509,     0.00000,      0.00000,     0.00000,     0.00000,     9.94543,     7.17052,     2.77491
   510,     0.00000,      0.00000,     0.00000,     0.00000,     9.53841,     6.75368,     2.78473
   511,     0.00000,      0.00000,     0.00000,     0.00000,     9.06701,     6.27249,     2.79452
   512,     0.00000,      0.00000,     0.00000,     0.00000,     8.54976,     5.74549,     2.80427
   513,     0.00000,      0.00000,     0.00000,     0.00000,     8.04550,     5.23152,     2.81399
   514,     0.00000,      0.00000,     0.00000,     0.00000,     7.60628,     4.78261,     2.82367
   515,     0.00000,      0.00000,     0.00000,     0.00000,     7.23608,     4.40277,     2.83331
   516,     0.00000,      0.00000,     0.00000,     0.00000,     6.92552,     4.08260,     2.84292
   517,     0.00000,      0.00000,     0.00000,     0.00000,     6.66783,     3.81533,     2.85250
   518,     0.00000,      0.00000,     0.00000,     0.00000,     6.44455,     3.58251,     2.86203
   519,     0.00000,      0.00000,     0.00000,     0.00000,     6.21435,     3.34281,     2.87154
   520,     0.00000,      0.00000,     0.00000,     0.00000,     5.97705,     3.09604,     2.88101
   521,     0.00000,      0.00000,     0.00000,     0.00000,     5.74509,     2.85465,     2.89044
   522,     0.00000,      0.00000,     0.00000,     0.00000,     5.53694,     2.63710,     2.89984
   523,     0.00000,      0.00000,     0.00000,     0.00000,     5.41084,     2.50163,     2.90920
   524,     0.00000,      0.00000,     0.00000,     0.00000,     5.49168,     2.57315,     2.91854
   525,     0.00000,      0.00000,     0.00000,     0.00000,     5.82445,     2.89662,     2.92783
   526,     0.00000,      0.00000,     0.00000,     0.00000,     6.37140,     3.43431,     2.93709
   527,     0.00000,      0.00000,     0.00000,     0.00000,     7.06992,     4.12360,     2.94632
   528,     0.00000,      0.00000,     0.00000,     0.00000,     7.83003,     4.87452,     2.95552
   529,     0.00000,      0.00000,     0.00000,     0.00000,     8.44227,     5.47759,     2.96468
   530,     0.00000,      0.00000,     0.00000,     0.00000,     8.73923,     5.76542,     2.97381
   531,     0.00000,      0.00000,     0.00000,     0.00000,     8.74715,     5.76425,     2.98290
   532,     0.00000,      0.00000,     0.00000,     0.00000,     8.51704,     5.52508,     2.99196
   533,     0.00000,      0.00000,     0.00000,     0.00000,     8.09934,     5.09836,     3.00099
   534,     0.00000,      0.00000,     0.00000,     0.00000,     7.60036,     4.59038,     3.00998
   535,     0.00000,      0.00000,     0.00000,     0.00000,     7.13731,     4.11837,     3.01894
   536,     0.00000,      0.00000,     0.00000,     0.00000,     6.72649,     3.69862,     3.02787
   537,     0.00000,      0.00000,     0.00000,     0.00000,     6.36020,     3.32344,     3.03677
   538,     0.00000,      0.00000,     0.00000,     0.00000,     6.03034,     2.98471,     3.04563
   539,     0.00000,      0.00000,     0.00000,     0.00000,     5.73268,     2.67823,     3.05446
   540,     0.00000,      0.00000,     0.00000,     0.00000,     5.46491,     2.40166,     3.06326
   541,     0.00000,      0.00000,     0.00000,     0.00000,     5.23663,     2.16460,     3.07202
   542,     0.00000,      0.00000,     0.00000,     0.00000,     5.08372,     2.00296,     3.08076
   543,     0.00000,      0.00000,     0.00000,     0.00000,     5.03475,     1.94529,     3.08946
   544,     0.00000,      0.00000,     0.00000,     0.00000,     5.08661,     1.98848,     3.09813
   545,     0.00000,      0.00000,     0.00000,     0.00000,     5.22776,     2.12099,     3.10676
   546,     0.00000,      0.00000,     0.00000,     0.00000,     5.43455,     2.31918,     3.11537
   547,     0.00000,      0.00000,     0.00000,     0.00000,     5.63890,     2.51496,     3.12395
   548,     0.00000,      0.00000,     0.00000,     0.00000,     5.75377,     2.62128,     3.13249
   549,     0.00000,      0.00000,     0.00000,     0.00000,     5.76507,     2.62407,     3.14100
   550,     0.00000,      0.00000,     0.00000,     0.00000,     5.68457,     2.53509,     3.14948
   551,     0.00000,      0.00000,     0.00000,     0.00000,     5.53070,     2.37277,     3.15793
   552,     0.00000,      0.00000,     0.00000,     0.00000,     5.37519,     2.20884,     3.16635
   553,     0.00000,      0.00000,     0.00000,     0.00000,     5.30384,     2.12910,     3.17474
   554,     0.00000,      0.00000,     0.00000,     0.00000,     5.33573,     2.15263,     3.18309
   555,     0.00000,      0.00000,     0.00000,     0.00000,     5.46757,     2.27615,     3.19142
   556,     0.00000,      0.00000,     0.00000,     0.00000,     5.70517,     2.50545,     3.19972
   557,     0.00000,      0.00000,     0.00000,     0.00000,     6.01349,     2.80551,     3.20798
   558,     0.00000,      0.00000,     0.00000,     0.00000,     6.27941,     3.06320,     3.21622
   559,     0.00000,      0.00000,     0.00000,     0.00000,     6.49870,     3.27428,     3.22442
   560,     0.00000,      0.00000,     0.00000,     0.00000,     6.66359,     3.43099,     3.23260
   561,     0.00000,      0.00000,     0.00000,     0.00000,     6.75956,     3.51882,     3.24074
   562,     0.00000,      0.00000,     0.00000,     0.00000,     6.74975,     3.50089,     3.24886
   563,     0.00000,      0.00000,     0.00000,     0.00000,     6.70212,     3.44518,     3.25694
   564,     0.00000,      0.00000,     0.00000,     0.00000,     6.62935,     3.36435,     3.26500
   565,     0.00000,      0.00000,     0.00000,     0.00000,     6.52643,     3.25341,     3.27302
   566,     0.00000,      0.00000,     0.00000,     0.00000,     6.39923,     3.11821,     3.28102
   567,     0.00000,      0.00000,     0.00000,     0.00000,     6.26725,     2.97827,     3.28899
   568,     0.00000,      0.00000,     0.00000,     0.00000,     6.11818,     2.82125,     3.29692
   569,     0.00000,      0.00000,     0.00000,     0.00000,     5.95744,     2.65261,     3.30483
   570,     0.00000,      0.00000,     0.00000,     0.00000,     5.82158,     2.50887,     3.31271
   571,     0.00000,      0.00000,     0.00000,     0.00000,     5.73546,     2.41490,     3.32056
   572,     0.00000,      0.00000,     0.00000,     0.00000,     5.70030,     2.37192,     3.32839
   573,     0.00000,      0.00000,     0.00000,     0.00000,     5.72367,     2.38749,     3.33618
   574,     0.00000,      0.00000,     0.00000,     0.00000,     5.80050,     2.45655,     3.34394
   575,     0.00000,      0.00000,     0.00000,     0.00000,     5.89053,     2.53885,     3.35168
   576,     0.00000,      0.00000,     0.00000,     0.00000,     5.92521,     2.56583,     3.35939
   577,     0.00000,      0.00000,     0.00000,     0.00000,     5.90732,     2.54026,     3.36707
   578,     0.00000,      0.00000,     0.00000,     0.00000,     5.84185,     2.46713,     3.37472
   579,     0.00000,      0.00000,     0.00000,     0.00000,     5.73077,     2.34843,     3.38234
   580,     0.00000,      0.00000,     0.00000,     0.00000,     5.57975,     2.18981,     3.38994
   581,     0.00000,      0.00000,     0.00000,     0.00000,     5.42065,     2.02314,     3.39751
   582,     0.00000,      0.00000,     0.00000,     0.00000,     5.25895,     1.85391,     3.40505
   583,     0.00000,      0.00000,     0.00000,     0.00000,     5.09477,     1.68221,     3.41256
   584,     0.00000,      0.00000,     0.00000,     0.00000,     4.92899,     1.50894,     3.42004
   585,     0.00000,      0.00000,     0.00000,     0.00000,     4.76831,     1.34081,     3.42750
   586,     0.00000,      0.00000,     0.00000,     0.00000,     4.61957,     1.18464,     3.43493
   587,     0.00000,      0.00000,     0.00000,     0.00000,     4.48482,     1.04249,     3.44233
   588,     0.00000,      0.00000,     0.00000,     0.00000,     4.36325,     0.91354,     3.44971
   589,     0.00000,      0.00000,     0.00000,     0.00000,     4.25374,     0.79668,     3.45706
   590,     0.00000,      0.00000,     0.00000,     0.00000,     4.15534,     0.69096,     3.46438
   591,     0.00000,      0.00000,     0.00000,     0.00000,     4.06747,     0.59579,     3.47167
   592,     0.00000,      0.00000,     0.00000,     0.00000,     3.98989,     0.51095,     3.47894
